%    ___                              _ _    _     
%   / __|___ _ __  _ __ _ _ ___ _____(_) |__| |___ 
%  | (__/ _ \ '  \| '_ \ '_/ -_|_-<_-< | '_ \ / -_)
%   \___\___/_|_|_| .__/_| \___/__/__/_|_.__/_\___|
%                 |_|                              
%   _            _         _         _        _                       _ 
%  | |_ _  _ _ _| |__ _  _| |___ _ _| |_   __| |_  __ _ _ _  _ _  ___| |
%  |  _| || | '_| '_ \ || | / -_) ' \  _| / _| ' \/ _` | ' \| ' \/ -_) |
%   \__|\_,_|_| |_.__/\_,_|_\___|_||_\__| \__|_||_\__,_|_||_|_||_\___|_|
%                                                                       
%      _      _        
%   __| |__ _| |_ __ _ 
%  / _` / _` |  _/ _` |
%  \__,_\__,_|\__\__,_|
%
%  Compressible turbulent channel data
%    by
%    Andrew Trettel and Johan Larsson
%    University of Maryland, College Park
%
%  Point of contact:
%    Andrew Trettel
%    andrew.trettel@gmail.com
%    University of California, Los Angeles
%    Department of Mechanical and Aerospace Engineering
%
%  Literature source:
%  "Mean velocity scaling for compressible wall turbulence with heat transfer"
%  Trettel, Andrew and Larsson, Johan, Physics of Fluids, 28, 026102 (2016),
%  DOI:http://dx.doi.org/10.1063/1.4942022
%
%  Notation used:
%     X'   - Fluctuation from Reynolds decomposition
%     X''  - Fluctuation from Favre decomposition
%    <X>   - Reynolds-averaged quantity
%    <X>_f - Favre-averaged quantity
%
%
%  Processed on 2016-11-23.
%
%     paper = M3.0R600
%  casename = c3d_r24000 
%   Ma_bulk = +3.00000150e+00 
%   Re_bulk = +2.39998080e+04 
%        Pr = +7.00000000e-01 
%     gamma = +1.40000000e+00 
%         R = +7.93650000e-02 
%     omega = +7.50000000e-01 
%
%       n_x = 1728 
%       n_y = 416 
%       n_z = 896 
%
%       T_w = +1.00000000e+00 
%     rho_w = +2.42131967e+00 
%      mu_w = +4.16670000e-05 
%     tau_w = +2.52380343e-03 
%       u_e = +1.14125977e+00 
%       T_e = +2.49121777e+00 
%     rho_e = +9.75933059e-01 
%      mu_e = +8.26230080e-05 
%
%     u_tau = +3.22850675e-02 
%      l_nu = +5.33013740e-04 
%     T_tau = -1.16216286e-01 
%
%       B_q = -1.16216286e-01 
%       q_w = -2.52358471e-03 
%
%    Re_tau = +1.87612424e+03 
%   Re_tau* = +6.00671153e+02 
%    Ma_tau = +9.68552509e-02 
%
%
%  Descriptions of columns
%  ( 1)               y: Wall-normal coordinate
%  ( 2)              y+: Wall-normal coordinate, scaled by viscous units
%  ( 3)            Y+tl: Wall-normal coordinate, transformed by the Trettel-Larsson transformation (semi-local scaling)
%  ( 4)             <u>: Reynolds-averaged streamwise velocity
%  ( 5)           <u>_f: Favre-averaged streamwise velocity
%  ( 6)              u+: Reynolds-averaged streamwise velocity, scaled by viscous units
%  ( 7)            U+vd: Reynolds-averaged streamwise velocity, transformed by the Van Driest transformation
%  ( 8)            U+vs: Reynolds-averaged streamwise velocity, transformed by the viscous sublayer transformation
%  ( 9)            U+tl: Reynolds-averaged streamwise velocity, transformed by the Trettel-Larsson transformation
%  (10)           <rho>: Reynolds-averaged density
%  (11)             <P>: Reynolds-averaged pressure
%  (12)             <T>: Reynolds-averaged temperature
%  (13)           <T>_f: Favre-averaged temperature
%  (14)              mu: Viscosity function evaluated at the Reynolds-averaged temperature
%  (15)      <u''u''>_f: Favre-averaged streamwise velocity fluctuations squared
%  (16)      <v''v''>_f: Favre-averaged wall-normal velocity fluctuations squared
%  (17)      <w''w''>_f: Favre-averaged spanwise velocity fluctuations squared
%  (18)      <u''v''>_f: Favre-averaged Reynolds shear stress
%  (19)      <rho'rho'>: Reynolds-averaged density fluctuations squared
%  (20)          <P'P'>: Reynolds-averaged pressure fluctuations squared
%  (21)      <T''T''>_f: Favre-averaged temperature fluctuations squared
%  (22)      <T''v''>_f: 
%
%
%                y,               y+,             Y+tl,              <u>,            <u>_f,               u+,             U+vd,             U+vs,             U+tl,            <rho>,              <P>,              <T>,            <T>_f,               mu,       <u''u''>_f,       <v''v''>_f,       <w''w''>_f,       <u''v''>_f,       <rho'rho'>,           <P'P'>,       <T''T''>_f,       <T''v''>_f,
   +5.01806370e-02,  +9.41451096e+01,  +3.36532822e+01,  +7.41351923e-01,  +7.35772355e-01,  +2.29626877e+01,  +1.79662409e+01,  +3.43851058e+01,  +1.39794558e+01,  +1.06422553e+00,  +1.91884667e-01,  +2.27867065e+00,  +2.27184238e+00,  +7.72775498e-05,  +1.45863226e-02,  +1.93633846e-03,  +4.51109221e-03,  -2.07114698e-03,  +4.62145500e-03,  +4.97539678e-05,  +1.82981179e-02,  -2.34484417e-03,
   +5.19150800e-02,  +9.73991402e+01,  +3.47194439e+01,  +7.45685366e-01,  +7.40332321e-01,  +2.30969121e+01,  +1.80551718e+01,  +3.46342377e+01,  +1.40610822e+01,  +1.06158735e+00,  +1.91832683e-01,  +2.28338404e+00,  +2.27687113e+00,  +7.73974047e-05,  +1.42922360e-02,  +1.99083065e-03,  +4.53411598e-03,  -2.08186374e-03,  +4.41542852e-03,  +4.97409809e-05,  +1.76400668e-02,  -2.33095191e-03,
   +5.36772977e-02,  +1.00705280e+02,  +3.58024464e+01,  +7.49860300e-01,  +7.44722843e-01,  +2.32262268e+01,  +1.81407459e+01,  +3.48746203e+01,  +1.41398251e+01,  +1.05907109e+00,  +1.91781669e-01,  +2.28788809e+00,  +2.28167376e+00,  +7.75118783e-05,  +1.40075022e-02,  +2.04320479e-03,  +4.55468144e-03,  -2.09149159e-03,  +4.22254337e-03,  +4.96958960e-05,  +1.70106949e-02,  -2.31614238e-03,
   +5.54676818e-02,  +1.04064263e+02,  +3.69026968e+01,  +7.53890445e-01,  +7.48958478e-01,  +2.33510568e+01,  +1.82232566e+01,  +3.51070019e+01,  +1.42159428e+01,  +1.05668070e+00,  +1.91734185e-01,  +2.29220001e+00,  +2.28626901e+00,  +7.76214162e-05,  +1.37321201e-02,  +2.09344050e-03,  +4.57287627e-03,  -2.10011474e-03,  +4.04158729e-03,  +4.96291812e-05,  +1.64084173e-02,  -2.30052567e-03,
   +5.72866281e-02,  +1.07476832e+02,  +3.80201421e+01,  +7.57788264e-01,  +7.53051873e-01,  +2.34717881e+01,  +1.83029698e+01,  +3.53320643e+01,  +1.42896394e+01,  +1.05439361e+00,  +1.91687727e-01,  +2.29633539e+00,  +2.29067291e+00,  +7.77264210e-05,  +1.34660484e-02,  +2.14151524e-03,  +4.58876759e-03,  -2.10779492e-03,  +3.87175128e-03,  +4.95323585e-05,  +1.58318403e-02,  -2.28417387e-03,
   +5.91345359e-02,  +1.10943736e+02,  +3.91552053e+01,  +7.61565091e-01,  +7.57015119e-01,  +2.35887718e+01,  +1.83801270e+01,  +3.55504295e+01,  +1.43611321e+01,  +1.05221512e+00,  +1.91644756e-01,  +2.30030832e+00,  +2.29490084e+00,  +7.78272563e-05,  +1.32091723e-02,  +2.18743235e-03,  +4.60240905e-03,  -2.11461167e-03,  +3.71206715e-03,  +4.94150588e-05,  +1.52796408e-02,  -2.26719858e-03,
   +6.10118080e-02,  +1.14465732e+02,  +4.03078354e+01,  +7.65231297e-01,  +7.60858716e-01,  +2.37023292e+01,  +1.84549483e+01,  +3.57626685e+01,  +1.44305907e+01,  +1.05012477e+00,  +1.91602826e-01,  +2.30413152e+00,  +2.29896584e+00,  +7.79242502e-05,  +1.29614213e-02,  +2.23118940e-03,  +4.61390187e-03,  -2.12062609e-03,  +3.56191137e-03,  +4.92698105e-05,  +1.47506776e-02,  -2.24967828e-03,
   +6.29188513e-02,  +1.18043582e+02,  +4.14784725e+01,  +7.68796462e-01,  +7.64592912e-01,  +2.38127569e+01,  +1.85276368e+01,  +3.59693106e+01,  +1.44982020e+01,  +1.04812890e+00,  +1.91564316e-01,  +2.30781651e+00,  +2.30288056e+00,  +7.80176999e-05,  +1.27226565e-02,  +2.27279822e-03,  +4.62335761e-03,  -2.12591219e-03,  +3.42049136e-03,  +4.91054108e-05,  +1.42438120e-02,  -2.23170902e-03,
   +6.48560758e-02,  +1.21678056e+02,  +4.26670660e+01,  +7.72269467e-01,  +7.68226735e-01,  +2.39203300e+01,  +1.85983802e+01,  +3.61708479e+01,  +1.45641114e+01,  +1.04620874e+00,  +1.91526843e-01,  +2.31137378e+00,  +2.30665578e+00,  +7.81078752e-05,  +1.24927041e-02,  +2.31226915e-03,  +4.63089774e-03,  -2.13052199e-03,  +3.28725714e-03,  +4.89153538e-05,  +1.37579581e-02,  -2.21334193e-03,
   +6.68238955e-02,  +1.25369930e+02,  +4.38740687e+01,  +7.75658590e-01,  +7.71769128e-01,  +2.40253049e+01,  +1.86673531e+01,  +3.63677410e+01,  +1.46284826e+01,  +1.04437130e+00,  +1.91492701e-01,  +2.31481288e+00,  +2.31030207e+00,  +7.81950218e-05,  +1.22713172e-02,  +2.34962692e-03,  +4.63658079e-03,  -2.13450869e-03,  +3.16152777e-03,  +4.87079215e-05,  +1.32920537e-02,  -2.19463800e-03,
   +6.88227274e-02,  +1.29119987e+02,  +4.50994336e+01,  +7.78971467e-01,  +7.75227827e-01,  +2.41279182e+01,  +1.87347159e+01,  +3.65604156e+01,  +1.46914408e+01,  +1.04259925e+00,  +1.91459558e-01,  +2.31814231e+00,  +2.31382816e+00,  +7.82793588e-05,  +1.20583696e-02,  +2.38490049e-03,  +4.64044715e-03,  -2.13791050e-03,  +3.04288577e-03,  +4.84774988e-05,  +1.28452936e-02,  -2.17563525e-03,
   +7.08529925e-02,  +1.32929017e+02,  +4.63436370e+01,  +7.82214997e-01,  +7.78610267e-01,  +2.42283835e+01,  +1.88006139e+01,  +3.67492573e+01,  +1.47531251e+01,  +1.04090029e+00,  +1.91429624e-01,  +2.32136961e+00,  +2.31724239e+00,  +7.83610797e-05,  +1.18537816e-02,  +2.41812911e-03,  +4.64252896e-03,  -2.14077757e-03,  +2.93079705e-03,  +4.82317518e-05,  +1.24169552e-02,  -2.15638957e-03,
   +7.29151148e-02,  +1.36797815e+02,  +4.76066392e+01,  +7.85395444e-01,  +7.81922809e-01,  +2.43268949e+01,  +1.88651784e+01,  +3.69346166e+01,  +1.48136372e+01,  +1.03925836e+00,  +1.91400623e-01,  +2.32450152e+00,  +2.32055173e+00,  +7.84403580e-05,  +1.16574109e-02,  +2.44935970e-03,  +4.64288841e-03,  -2.14314347e-03,  +2.82488504e-03,  +4.79656410e-05,  +1.20062796e-02,  -2.13693007e-03,
   +7.50095219e-02,  +1.40727182e+02,  +4.88889248e+01,  +7.88518757e-01,  +7.85171990e-01,  +2.44236366e+01,  +1.89285339e+01,  +3.71168274e+01,  +1.48730988e+01,  +1.03768131e+00,  +1.91374679e-01,  +2.32754440e+00,  +2.32376338e+00,  +7.85173570e-05,  +1.14689093e-02,  +2.47864589e-03,  +4.64157184e-03,  -2.14503655e-03,  +2.72463010e-03,  +4.76861605e-05,  +1.16123180e-02,  -2.11728712e-03,
   +7.71366445e-02,  +1.44717929e+02,  +5.01904426e+01,  +7.91590642e-01,  +7.88363693e-01,  +2.45187854e+01,  +1.89907996e+01,  +3.72962114e+01,  +1.49316020e+01,  +1.03615387e+00,  +1.91349573e-01,  +2.33050418e+00,  +2.32688359e+00,  +7.85922292e-05,  +1.12878678e-02,  +2.50604693e-03,  +4.63864914e-03,  -2.14647257e-03,  +2.62964906e-03,  +4.73886636e-05,  +1.12340885e-02,  -2.09746691e-03,
   +7.92969166e-02,  +1.48770868e+02,  +5.15116807e+01,  +7.94616408e-01,  +7.91503825e-01,  +2.46125057e+01,  +1.90520863e+01,  +3.74730685e+01,  +1.49892565e+01,  +1.03468392e+00,  +1.91327359e-01,  +2.33338642e+00,  +2.32991877e+00,  +7.86651170e-05,  +1.11138456e-02,  +2.53162174e-03,  +4.63419809e-03,  -2.14747333e-03,  +2.53944287e-03,  +4.70795289e-05,  +1.08705643e-02,  -2.07747784e-03,
   +8.14907756e-02,  +1.52886820e+02,  +5.28525848e+01,  +7.97600773e-01,  +7.94597265e-01,  +2.47049436e+01,  +1.91124920e+01,  +3.76476653e+01,  +1.50461371e+01,  +1.03325705e+00,  +1.91305879e-01,  +2.33619614e+00,  +2.33287424e+00,  +7.87361494e-05,  +1.09464776e-02,  +2.55543638e-03,  +4.62833143e-03,  -2.14805309e-03,  +2.45367056e-03,  +4.67546208e-05,  +1.05208311e-02,  -2.05731311e-03,
   +8.37186616e-02,  +1.57066611e+02,  +5.42136618e+01,  +8.00547764e-01,  +7.97648526e-01,  +2.47962239e+01,  +1.91721008e+01,  +3.78202292e+01,  +1.51023295e+01,  +1.03188142e+00,  +1.91287112e-01,  +2.33893774e+00,  +2.33575506e+00,  +7.88054391e-05,  +1.07854718e-02,  +2.57755551e-03,  +4.62117020e-03,  -2.14823242e-03,  +2.37196276e-03,  +4.64199797e-05,  +1.01841633e-02,  -2.03698872e-03,
   +8.59810179e-02,  +1.61311072e+02,  +5.55948778e+01,  +8.03460735e-01,  +8.00660988e-01,  +2.48864505e+01,  +1.92309828e+01,  +3.79909494e+01,  +1.51578846e+01,  +1.03054378e+00,  +1.91268962e-01,  +2.34161480e+00,  +2.33856488e+00,  +7.88730778e-05,  +1.06306410e-02,  +2.59805065e-03,  +4.61288412e-03,  -2.14802588e-03,  +2.29412835e-03,  +4.60719274e-05,  +9.86012010e-03,  -2.01652982e-03,
   +8.82782908e-02,  +1.65621041e+02,  +5.69967748e+01,  +8.06342577e-01,  +8.03637895e-01,  +2.49757129e+01,  +1.92891984e+01,  +3.81599883e+01,  +1.52128677e+01,  +1.02925270e+00,  +1.91253352e-01,  +2.34423031e+00,  +2.34130716e+00,  +7.89391429e-05,  +1.04818465e-02,  +2.61698329e-03,  +4.60361720e-03,  -2.14744746e-03,  +2.21992205e-03,  +4.57159542e-05,  +9.54834737e-03,  -1.99596875e-03,
   +9.06109294e-02,  +1.69997361e+02,  +5.84193284e+01,  +8.09195886e-01,  +8.06581811e-01,  +2.50640915e+01,  +1.93468020e+01,  +3.83274922e+01,  +1.52673160e+01,  +1.02799581e+00,  +1.91238256e-01,  +2.34678704e+00,  +2.34398470e+00,  +7.90037054e-05,  +1.03390725e-02,  +2.63441570e-03,  +4.59342639e-03,  -2.14650967e-03,  +2.14920271e-03,  +4.53485305e-05,  +9.24848689e-03,  -1.97531834e-03,
   +9.29793855e-02,  +1.74440879e+02,  +5.98630785e+01,  +8.12023034e-01,  +8.09495443e-01,  +2.51516598e+01,  +1.94038431e+01,  +3.84935945e+01,  +1.53212845e+01,  +1.02678142e+00,  +1.91225548e-01,  +2.34928795e+00,  +2.34660096e+00,  +7.90668414e-05,  +1.02023010e-02,  +2.65039754e-03,  +4.58226268e-03,  -2.14523813e-03,  +2.08172612e-03,  +4.49746272e-05,  +8.95999122e-03,  -1.95459221e-03,
   +9.53841137e-02,  +1.78952448e+02,  +6.13279740e+01,  +8.14826230e-01,  +8.12381039e-01,  +2.52384862e+01,  +1.94603680e+01,  +3.86584197e+01,  +1.53748029e+01,  +1.02559739e+00,  +1.91213272e-01,  +2.35173615e+00,  +2.34915918e+00,  +7.91286303e-05,  +1.00714090e-02,  +2.66498492e-03,  +4.57008641e-03,  -2.14365742e-03,  +2.01731906e-03,  +4.45909766e-05,  +8.68221231e-03,  -1.93380219e-03,
   +9.78255711e-02,  +1.83532926e+02,  +6.28145464e+01,  +8.17607637e-01,  +8.15241153e-01,  +2.53246377e+01,  +1.95164216e+01,  +3.88220901e+01,  +1.54279213e+01,  +1.02445174e+00,  +1.91203246e-01,  +2.35413466e+00,  +2.35166289e+00,  +7.91891495e-05,  +9.94613177e-03,  +2.67822511e-03,  +4.55689306e-03,  -2.14178720e-03,  +1.95574092e-03,  +4.42020186e-05,  +8.41449366e-03,  -1.91296585e-03,
   +1.00304217e-01,  +1.88183174e+02,  +6.43227471e+01,  +8.20369415e-01,  +8.18077989e-01,  +2.54101812e+01,  +1.95720490e+01,  +3.89847285e+01,  +1.54806693e+01,  +1.02333296e+00,  +1.91193571e-01,  +2.35648601e+00,  +2.35411470e+00,  +7.92484641e-05,  +9.82619542e-03,  +2.69017465e-03,  +4.54274449e-03,  -2.13963580e-03,  +1.89686256e-03,  +4.38044883e-05,  +8.15635169e-03,  -1.89209605e-03,
   +1.02820514e-01,  +1.92904059e+02,  +6.58531379e+01,  +8.23113647e-01,  +8.20893960e-01,  +2.54951812e+01,  +1.96272931e+01,  +3.91464535e+01,  +1.55330965e+01,  +1.02224930e+00,  +1.91186008e-01,  +2.35879223e+00,  +2.35651697e+00,  +7.93066255e-05,  +9.71135705e-03,  +2.70087960e-03,  +4.52774909e-03,  -2.13721693e-03,  +1.84052287e-03,  +4.34023525e-05,  +7.90745889e-03,  -1.87120921e-03,
   +1.05374926e-01,  +1.97696453e+02,  +6.74056937e+01,  +8.25842133e-01,  +8.23690865e-01,  +2.55796936e+01,  +1.96821916e+01,  +3.93073674e+01,  +1.55852265e+01,  +1.02119009e+00,  +1.91178721e-01,  +2.36105482e+00,  +2.35887124e+00,  +7.93636732e-05,  +9.60143790e-03,  +2.71039423e-03,  +4.51207509e-03,  -2.13455230e-03,  +1.78663580e-03,  +4.29927565e-05,  +7.66756085e-03,  -1.85031333e-03,
   +1.07967919e-01,  +2.02561230e+02,  +6.89809971e+01,  +8.28556262e-01,  +8.26470415e-01,  +2.56637612e+01,  +1.97367732e+01,  +3.94675485e+01,  +1.56370961e+01,  +1.02016356e+00,  +1.91173417e-01,  +2.36327520e+00,  +2.36117925e+00,  +7.94196429e-05,  +9.49621238e-03,  +2.71876339e-03,  +4.49584293e-03,  -2.13166884e-03,  +1.73503251e-03,  +4.25798373e-05,  +7.43630113e-03,  -1.82940896e-03,
   +1.10599962e-01,  +2.07499270e+02,  +7.05790153e+01,  +8.31257082e-01,  +8.29233704e-01,  +2.57474166e+01,  +1.97910602e+01,  +3.96270556e+01,  +1.56887148e+01,  +1.01915935e+00,  +1.91168306e-01,  +2.36545476e+00,  +2.36344252e+00,  +7.94745711e-05,  +9.39539051e-03,  +2.72604852e-03,  +4.47908442e-03,  -2.12858912e-03,  +1.68560681e-03,  +4.21616970e-05,  +7.21332045e-03,  -1.80850426e-03,
   +1.13271524e-01,  +2.12511453e+02,  +7.22003250e+01,  +8.33945515e-01,  +8.31981966e-01,  +2.58306883e+01,  +1.98450720e+01,  +3.97859398e+01,  +1.57401097e+01,  +1.01818531e+00,  +1.91165028e-01,  +2.36759500e+00,  +2.36566287e+00,  +7.95284961e-05,  +9.29862444e-03,  +2.73230793e-03,  +4.46177195e-03,  -2.12533400e-03,  +1.63822719e-03,  +4.17428547e-05,  +6.99835308e-03,  -1.78763687e-03,
   +1.15983079e-01,  +2.17598666e+02,  +7.38448842e+01,  +8.36622465e-01,  +8.34716094e-01,  +2.59136043e+01,  +1.98988277e+01,  +3.99442517e+01,  +1.57912876e+01,  +1.01723141e+00,  +1.91161838e-01,  +2.36969728e+00,  +2.36784168e+00,  +7.95814528e-05,  +9.20561944e-03,  +2.73761402e-03,  +4.44394216e-03,  -2.12192165e-03,  +1.59283833e-03,  +4.13217139e-05,  +6.79121673e-03,  -1.76685477e-03,
   +1.18735099e-01,  +2.22761797e+02,  +7.55132735e+01,  +8.39288754e-01,  +8.37437165e-01,  +2.59961902e+01,  +1.99523445e+01,  +4.01020372e+01,  +1.58422737e+01,  +1.01630528e+00,  +1.91160323e-01,  +2.37176296e+00,  +2.36998058e+00,  +7.96334760e-05,  +9.11613484e-03,  +2.74202675e-03,  +4.42568928e-03,  -2.11836367e-03,  +1.54931647e-03,  +4.09019001e-05,  +6.59164268e-03,  -1.74619030e-03,
   +1.21528059e-01,  +2.28001738e+02,  +7.72054448e+01,  +8.41945022e-01,  +8.40145812e-01,  +2.60784656e+01,  +2.00056362e+01,  +4.02593315e+01,  +1.58930699e+01,  +1.01539725e+00,  +1.91158792e-01,  +2.37379329e+00,  +2.37208090e+00,  +7.96845981e-05,  +9.02996798e-03,  +2.74561392e-03,  +4.40713416e-03,  -2.11465869e-03,  +1.50757364e-03,  +4.04811561e-05,  +6.39931761e-03,  -1.72566010e-03,
   +1.24362436e-01,  +2.33319382e+02,  +7.89219912e+01,  +8.44591760e-01,  +8.42842787e-01,  +2.61604459e+01,  +2.00587132e+01,  +4.04161613e+01,  +1.59436948e+01,  +1.01451484e+00,  +1.91158784e-01,  +2.37578929e+00,  +2.37414392e+00,  +7.97348449e-05,  +8.94690295e-03,  +2.74843153e-03,  +4.38835763e-03,  -2.11080089e-03,  +1.46747297e-03,  +4.00625124e-05,  +6.21396346e-03,  -1.70528986e-03,
   +1.27238708e-01,  +2.38715625e+02,  +8.06628835e+01,  +8.47229334e-01,  +8.45528480e-01,  +2.62421423e+01,  +2.01115838e+01,  +4.05725456e+01,  +1.59941463e+01,  +1.01364899e+00,  +1.91158660e-01,  +2.37775153e+00,  +2.37617030e+00,  +7.97842317e-05,  +8.86668092e-03,  +2.75054691e-03,  +4.36938788e-03,  -2.10678783e-03,  +1.42891929e-03,  +3.96441142e-05,  +6.03531933e-03,  -1.68510807e-03,
   +1.30157353e-01,  +2.44191365e+02,  +8.24287377e+01,  +8.49858017e-01,  +8.48203491e-01,  +2.63235633e+01,  +2.01642538e+01,  +4.07284985e+01,  +1.60444390e+01,  +1.01280717e+00,  +1.91159914e-01,  +2.37968052e+00,  +2.37816085e+00,  +7.98327715e-05,  +8.78893634e-03,  +2.75201155e-03,  +4.35019467e-03,  -2.10262093e-03,  +1.39177339e-03,  +3.92291218e-05,  +5.86304618e-03,  -1.66512649e-03,
   +1.33118850e-01,  +2.49747502e+02,  +8.42195192e+01,  +8.52478236e-01,  +8.50868320e-01,  +2.64047221e+01,  +2.02167327e+01,  +4.08840430e+01,  +1.60945721e+01,  +1.01198066e+00,  +1.91160971e-01,  +2.38157688e+00,  +2.38011626e+00,  +7.98804809e-05,  +8.71334585e-03,  +2.75287813e-03,  +4.33074432e-03,  -2.09829306e-03,  +1.35597713e-03,  +3.88159679e-05,  +5.69687800e-03,  -1.64533966e-03,
   +1.36123680e-01,  +2.55384936e+02,  +8.60358357e+01,  +8.55090690e-01,  +8.53523898e-01,  +2.64856405e+01,  +2.02690350e+01,  +4.10392184e+01,  +1.61445678e+01,  +1.01117669e+00,  +1.91163299e-01,  +2.38344150e+00,  +2.38203761e+00,  +7.99273823e-05,  +8.63972716e-03,  +2.75317859e-03,  +4.31098282e-03,  -2.09379588e-03,  +1.32146695e-03,  +3.84076476e-05,  +5.53662209e-03,  -1.62574104e-03,
   +1.39172323e-01,  +2.61104569e+02,  +8.78776239e+01,  +8.57696207e-01,  +8.56171009e-01,  +2.65663439e+01,  +2.03211779e+01,  +4.11940718e+01,  +1.61944324e+01,  +1.01038665e+00,  +1.91165380e-01,  +2.38527553e+00,  +2.38392610e+00,  +7.99735054e-05,  +8.56798505e-03,  +2.75295480e-03,  +4.29088955e-03,  -2.08911906e-03,  +1.28820876e-03,  +3.80026833e-05,  +5.38195433e-03,  -1.60630112e-03,
   +1.42265260e-01,  +2.66907302e+02,  +8.97454539e+01,  +8.60295674e-01,  +8.58810725e-01,  +2.66468600e+01,  +2.03731796e+01,  +4.13486541e+01,  +1.62441906e+01,  +1.00961718e+00,  +1.91168640e-01,  +2.38708060e+00,  +2.38578363e+00,  +8.00188915e-05,  +8.49804660e-03,  +2.75223357e-03,  +4.27047998e-03,  -2.08424191e-03,  +1.25609416e-03,  +3.76034264e-05,  +5.23236170e-03,  -1.58696215e-03,
   +1.45402971e-01,  +2.72794039e+02,  +9.16392317e+01,  +8.62890131e-01,  +8.61444012e-01,  +2.67272209e+01,  +2.04250614e+01,  +4.15030254e+01,  +1.62938522e+01,  +1.00885979e+00,  +1.91171617e-01,  +2.38885830e+00,  +2.38761187e+00,  +8.00635810e-05,  +8.42989650e-03,  +2.75104685e-03,  +4.24981293e-03,  -2.07913020e-03,  +1.22506138e-03,  +3.72077123e-05,  +5.08749286e-03,  -1.56768383e-03,
   +1.48585938e-01,  +2.78765680e+02,  +9.35595450e+01,  +8.65480654e-01,  +8.64072060e-01,  +2.68074599e+01,  +2.04768454e+01,  +4.16572479e+01,  +1.63434459e+01,  +1.00812120e+00,  +1.91175704e-01,  +2.39060984e+00,  +2.38941217e+00,  +8.01076047e-05,  +8.36353484e-03,  +2.74940995e-03,  +4.22893915e-03,  -2.07375732e-03,  +1.19502794e-03,  +3.68172065e-05,  +4.94720140e-03,  -1.54845139e-03,
   +1.51814641e-01,  +2.84823128e+02,  +9.55063346e+01,  +8.68067840e-01,  +8.66695367e-01,  +2.68875956e+01,  +2.05285439e+01,  +4.18113558e+01,  +1.63929743e+01,  +1.00739362e+00,  +1.91179488e-01,  +2.39233592e+00,  +2.39118520e+00,  +8.01509808e-05,  +8.29893088e-03,  +2.74734659e-03,  +4.20795294e-03,  -2.06814600e-03,  +1.16597991e-03,  +3.64300356e-05,  +4.81148780e-03,  -1.52928460e-03,
   +1.55089560e-01,  +2.90967284e+02,  +9.74802191e+01,  +8.70651709e-01,  +8.69314086e-01,  +2.69676286e+01,  +2.05801577e+01,  +4.19653489e+01,  +1.64424464e+01,  +1.00668386e+00,  +1.91184330e-01,  +2.39403715e+00,  +2.39293166e+00,  +8.01937246e-05,  +8.23586492e-03,  +2.74486543e-03,  +4.18691543e-03,  -2.06234212e-03,  +1.13788790e-03,  +3.60482066e-05,  +4.68029545e-03,  -1.51020991e-03,
   +1.58411175e-01,  +2.97199045e+02,  +9.94811349e+01,  +8.73232185e-01,  +8.71928102e-01,  +2.70475564e+01,  +2.06316857e+01,  +4.21192212e+01,  +1.64918523e+01,  +1.00598443e+00,  +1.91188869e-01,  +2.39571420e+00,  +2.39465224e+00,  +8.02358532e-05,  +8.17398507e-03,  +2.74197958e-03,  +4.16582463e-03,  -2.05636579e-03,  +1.11072197e-03,  +3.56700018e-05,  +4.55337704e-03,  -1.49122402e-03,
   +1.61779963e-01,  +3.03519310e+02,  +1.01509694e+02,  +8.75809436e-01,  +8.74537767e-01,  +2.71273844e+01,  +2.06831316e+01,  +4.22729813e+01,  +1.65412033e+01,  +1.00530188e+00,  +1.91194442e-01,  +2.39736783e+00,  +2.39634789e+00,  +8.02773866e-05,  +8.11301258e-03,  +2.73867911e-03,  +4.14471208e-03,  -2.05021424e-03,  +1.08440447e-03,  +3.52966788e-05,  +4.43043062e-03,  -1.47230893e-03,
   +1.65196402e-01,  +3.09928974e+02,  +1.03565818e+02,  +8.78383891e-01,  +8.77143519e-01,  +2.72071257e+01,  +2.07345044e+01,  +4.24266535e+01,  +1.65904990e+01,  +1.00462899e+00,  +1.91199750e-01,  +2.39899891e+00,  +2.39801948e+00,  +8.03183467e-05,  +8.05283296e-03,  +2.73495806e-03,  +4.12369954e-03,  -2.04388853e-03,  +1.05891054e-03,  +3.49262126e-05,  +4.31125564e-03,  -1.45346042e-03,
   +1.68660967e-01,  +3.16428929e+02,  +1.05650095e+02,  +8.80956144e-01,  +8.79746161e-01,  +2.72867989e+01,  +2.07858163e+01,  +4.25802721e+01,  +1.66397584e+01,  +1.00397197e+00,  +1.91206093e-01,  +2.40060868e+00,  +2.39966839e+00,  +8.03587645e-05,  +7.99334305e-03,  +2.73080086e-03,  +4.10289661e-03,  -2.03740188e-03,  +1.03417933e-03,  +3.45601651e-05,  +4.19559860e-03,  -1.43466919e-03,
   +1.72174133e-01,  +3.23020064e+02,  +1.07762410e+02,  +8.83526947e-01,  +8.82346478e-01,  +2.73664271e+01,  +2.08370825e+01,  +4.27338809e+01,  +1.66889867e+01,  +1.00332354e+00,  +1.91212203e-01,  +2.40219837e+00,  +2.40129596e+00,  +8.03986715e-05,  +7.93435255e-03,  +2.72621049e-03,  +4.08238499e-03,  -2.03077213e-03,  +1.01015389e-03,  +3.41975389e-05,  +4.08318637e-03,  -1.41594082e-03,
