%    ___                              _ _    _     
%   / __|___ _ __  _ __ _ _ ___ _____(_) |__| |___ 
%  | (__/ _ \ '  \| '_ \ '_/ -_|_-<_-< | '_ \ / -_)
%   \___\___/_|_|_| .__/_| \___/__/__/_|_.__/_\___|
%                 |_|                              
%   _            _         _         _        _                       _ 
%  | |_ _  _ _ _| |__ _  _| |___ _ _| |_   __| |_  __ _ _ _  _ _  ___| |
%  |  _| || | '_| '_ \ || | / -_) ' \  _| / _| ' \/ _` | ' \| ' \/ -_) |
%   \__|\_,_|_| |_.__/\_,_|_\___|_||_\__| \__|_||_\__,_|_||_|_||_\___|_|
%                                                                       
%      _      _        
%   __| |__ _| |_ __ _ 
%  / _` / _` |  _/ _` |
%  \__,_\__,_|\__\__,_|
%
%  Compressible turbulent channel data
%    by
%    Andrew Trettel and Johan Larsson
%    University of Maryland, College Park
%
%  Point of contact:
%    Andrew Trettel
%    andrew.trettel@gmail.com
%    University of California, Los Angeles
%    Department of Mechanical and Aerospace Engineering
%
%  Literature source:
%  "Mean velocity scaling for compressible wall turbulence with heat transfer"
%  Trettel, Andrew and Larsson, Johan, Physics of Fluids, 28, 026102 (2016),
%  DOI:http://dx.doi.org/10.1063/1.4942022
%
%  Notation used:
%     X'   - Fluctuation from Reynolds decomposition
%     X''  - Fluctuation from Favre decomposition
%    <X>   - Reynolds-averaged quantity
%    <X>_f - Favre-averaged quantity
%
%
%  Processed on 2016-11-23.
%
%     paper = M4.0R200
%  casename = c4e 
%   Ma_bulk = +4.00192138e+00 
%   Re_bulk = +1.00000000e+04 
%        Pr = +7.00000000e-01 
%     gamma = +1.40000000e+00 
%         R = +4.46000000e-02 
%     omega = +7.50000000e-01 
%
%       n_x = 1260 
%       n_y = 384 
%       n_z = 644 
%
%       T_w = +1.00000000e+00 
%     rho_w = +3.44921321e+00 
%      mu_w = +1.00000000e-04 
%     tau_w = +3.00136051e-03 
%       u_e = +1.13728265e+00 
%       T_e = +3.63740111e+00 
%     rho_e = +9.50891957e-01 
%      mu_e = +2.63386430e-04 
%
%     u_tau = +2.94984408e-02 
%      l_nu = +9.82835642e-04 
%     T_tau = -1.88954747e-01 
%
%       B_q = -1.88954747e-01 
%       q_w = -3.00109548e-03 
%
%    Re_tau = +1.01746412e+03 
%   Re_tau* = +2.02829571e+02 
%    Ma_tau = +1.18050441e-01 
%
%
%  Descriptions of columns
%  ( 1)               y: Wall-normal coordinate
%  ( 2)              y+: Wall-normal coordinate, scaled by viscous units
%  ( 3)            Y+tl: Wall-normal coordinate, transformed by the Trettel-Larsson transformation (semi-local scaling)
%  ( 4)             <u>: Reynolds-averaged streamwise velocity
%  ( 5)           <u>_f: Favre-averaged streamwise velocity
%  ( 6)              u+: Reynolds-averaged streamwise velocity, scaled by viscous units
%  ( 7)            U+vd: Reynolds-averaged streamwise velocity, transformed by the Van Driest transformation
%  ( 8)            U+vs: Reynolds-averaged streamwise velocity, transformed by the viscous sublayer transformation
%  ( 9)            U+tl: Reynolds-averaged streamwise velocity, transformed by the Trettel-Larsson transformation
%  (10)           <rho>: Reynolds-averaged density
%  (11)             <P>: Reynolds-averaged pressure
%  (12)             <T>: Reynolds-averaged temperature
%  (13)           <T>_f: Favre-averaged temperature
%  (14)              mu: Viscosity function evaluated at the Reynolds-averaged temperature
%  (15)      <u''u''>_f: Favre-averaged streamwise velocity fluctuations squared
%  (16)      <v''v''>_f: Favre-averaged wall-normal velocity fluctuations squared
%  (17)      <w''w''>_f: Favre-averaged spanwise velocity fluctuations squared
%  (18)      <u''v''>_f: Favre-averaged Reynolds shear stress
%  (19)      <rho'rho'>: Reynolds-averaged density fluctuations squared
%  (20)          <P'P'>: Reynolds-averaged pressure fluctuations squared
%  (21)      <T''T''>_f: Favre-averaged temperature fluctuations squared
%  (22)      <T''v''>_f: 
%
%
%                y,               y+,             Y+tl,              <u>,            <u>_f,               u+,             U+vd,             U+vs,             U+tl,            <rho>,              <P>,              <T>,            <T>_f,               mu,       <u''u''>_f,       <v''v''>_f,       <w''w''>_f,       <u''v''>_f,       <rho'rho'>,           <P'P'>,       <T''T''>_f,       <T''v''>_f,
   +9.10268438e-02,  +9.26165474e+01,  +2.08503064e+01,  +7.96105046e-01,  +7.85290117e-01,  +2.69880381e+01,  +1.85041290e+01,  +5.06886009e+01,  +1.27930050e+01,  +1.05202269e+00,  +1.54351895e-01,  +3.30855601e+00,  +3.28967891e+00,  +2.45317584e-04,  +2.29155021e-02,  +9.75708009e-04,  +3.15554016e-03,  -2.00735285e-03,  +8.27828582e-03,  +3.41430072e-05,  +6.69277133e-02,  -3.54036059e-03,
   +9.39459220e-02,  +9.55866047e+01,  +2.14219280e+01,  +8.03210581e-01,  +7.92771484e-01,  +2.72289165e+01,  +1.86370274e+01,  +5.12802678e+01,  +1.29068780e+01,  +1.04785822e+00,  +1.54306153e-01,  +3.31975907e+00,  +3.30177504e+00,  +2.45940313e-04,  +2.25922346e-02,  +1.02413443e-03,  +3.20016487e-03,  -2.03583854e-03,  +7.84983686e-03,  +3.43584590e-05,  +6.43575983e-02,  -3.54141516e-03,
   +9.68993492e-02,  +9.85916109e+01,  +2.20010653e+01,  +8.10026019e-01,  +7.99955353e-01,  +2.74599605e+01,  +1.87642537e+01,  +5.18491787e+01,  +1.30165209e+01,  +1.04391490e+00,  +1.54259151e-01,  +3.33036623e+00,  +3.31323850e+00,  +2.46529434e-04,  +2.22543776e-02,  +1.07269113e-03,  +3.24190100e-03,  -2.06232130e-03,  +7.44749158e-03,  +3.45650479e-05,  +6.18755061e-02,  -3.53857521e-03,
   +9.98874154e-02,  +1.01631861e+02,  +2.25879297e+01,  +8.16566124e-01,  +8.06856275e-01,  +2.76816707e+01,  +1.88861163e+01,  +5.23963780e+01,  +1.31221477e+01,  +1.04019271e+00,  +1.54213484e-01,  +3.34041750e+00,  +3.32411088e+00,  +2.47087249e-04,  +2.19042187e-02,  +1.12127679e-03,  +3.28087569e-03,  -2.08686958e-03,  +7.06980084e-03,  +3.47766847e-05,  +5.94812170e-02,  -3.53211930e-03,
   +1.02910410e-01,  +1.04707650e+02,  +2.31823819e+01,  +8.22845073e-01,  +8.13487689e-01,  +2.78945277e+01,  +1.90029089e+01,  +5.29228831e+01,  +1.32239044e+01,  +1.03666000e+00,  +1.54166796e-01,  +3.34995003e+00,  +3.33442958e+00,  +2.47615887e-04,  +2.15440138e-02,  +1.16978818e-03,  +3.31724521e-03,  -2.10955837e-03,  +6.71475433e-03,  +3.49773790e-05,  +5.71744312e-02,  -3.52231704e-03,
   +1.05968623e-01,  +1.07819272e+02,  +2.37846324e+01,  +8.28876476e-01,  +8.19863134e-01,  +2.80989928e+01,  +1.91149113e+01,  +5.34296839e+01,  +1.33219950e+01,  +1.03331882e+00,  +1.54121580e-01,  +3.35899843e+00,  +3.34423082e+00,  +2.48117330e-04,  +2.11757484e-02,  +1.21812503e-03,  +3.35116577e-03,  -2.13045682e-03,  +6.38113172e-03,  +3.51797635e-05,  +5.49541212e-02,  -3.50942284e-03,
   +1.09062341e-01,  +1.10967019e+02,  +2.43945372e+01,  +8.34673369e-01,  +8.25995055e-01,  +2.82955080e+01,  +1.92223892e+01,  +5.39177400e+01,  +1.34165604e+01,  +1.03014082e+00,  +1.54075575e-01,  +3.36759483e+00,  +3.35354706e+00,  +2.48593411e-04,  +2.08014051e-02,  +1.26618794e-03,  +3.38281309e-03,  -2.14964237e-03,  +6.06723057e-03,  +3.53690559e-05,  +5.28193951e-02,  -3.49368582e-03,
   +1.12191853e-01,  +1.14151185e+02,  +2.50123068e+01,  +8.40248218e-01,  +8.31895945e-01,  +2.84844960e+01,  +1.93255951e+01,  +5.43879791e+01,  +1.35077929e+01,  +1.02712964e+00,  +1.54031175e-01,  +3.37576916e+00,  +3.36240977e+00,  +2.49045836e-04,  +2.04227283e-02,  +1.31387859e-03,  +3.41235452e-03,  -2.16718444e-03,  +5.77202902e-03,  +3.55568556e-05,  +5.07688387e-02,  -3.47533801e-03,
   +1.15357443e-01,  +1.17372060e+02,  +2.56377942e+01,  +8.45612918e-01,  +8.37577227e-01,  +2.86663598e+01,  +1.94247685e+01,  +5.48412947e+01,  +1.35958259e+01,  +1.02425972e+00,  +1.53986208e-01,  +3.38354923e+00,  +3.37084713e+00,  +2.49476186e-04,  +2.00414565e-02,  +1.36110211e-03,  +3.43996881e-03,  -2.18316032e-03,  +5.49407567e-03,  +3.57295915e-05,  +4.88011335e-02,  -3.45460694e-03,
   +1.18559398e-01,  +1.20629934e+02,  +2.62712101e+01,  +8.50778820e-01,  +8.43050382e-01,  +2.88414844e+01,  +1.95201366e+01,  +5.52785476e+01,  +1.36808392e+01,  +1.02153589e+00,  +1.53942974e-01,  +3.39096096e+00,  +3.37888660e+00,  +2.49885931e-04,  +1.96590739e-02,  +1.40776317e-03,  +3.46581600e-03,  -2.19763572e-03,  +5.23249062e-03,  +3.58980685e-05,  +4.69143737e-02,  -3.43169935e-03,
   +1.21798001e-01,  +1.23925096e+02,  +2.69124042e+01,  +8.55756740e-01,  +8.48325896e-01,  +2.90102363e+01,  +1.96119147e+01,  +5.57005645e+01,  +1.37629580e+01,  +1.01893492e+00,  +1.53899385e-01,  +3.39802849e+00,  +3.38655280e+00,  +2.50276440e-04,  +1.92770222e-02,  +1.45377271e-03,  +3.49005712e-03,  -2.21068295e-03,  +4.98601487e-03,  +3.60499247e-05,  +4.51066260e-02,  -3.40681796e-03,
   +1.25073535e-01,  +1.27257834e+02,  +2.75615870e+01,  +8.60557002e-01,  +8.53414339e-01,  +2.91729657e+01,  +1.97003072e+01,  +5.61081409e+01,  +1.38423497e+01,  +1.01646244e+00,  +1.53857646e-01,  +3.40477436e+00,  +3.39386987e+00,  +2.50648987e-04,  +1.88964842e-02,  +1.49904042e-03,  +3.51282471e-03,  -2.22236100e-03,  +4.75388696e-03,  +3.61953564e-05,  +4.33754348e-02,  -3.38014540e-03,
   +1.28386280e-01,  +1.30628433e+02,  +2.82186050e+01,  +8.65189442e-01,  +8.58325331e-01,  +2.93300059e+01,  +1.97855079e+01,  +5.65020398e+01,  +1.39191309e+01,  +1.01409724e+00,  +1.53815750e-01,  +3.41121959e+00,  +3.40085931e+00,  +2.51004759e-04,  +1.85186101e-02,  +1.54348535e-03,  +3.53424529e-03,  -2.23273686e-03,  +4.53503118e-03,  +3.63231750e-05,  +4.17184353e-02,  -3.35186550e-03,
   +1.31736516e-01,  +1.34037178e+02,  +2.88836692e+01,  +8.69663430e-01,  +8.63068562e-01,  +2.94816745e+01,  +1.98677008e+01,  +5.68829932e+01,  +1.39934569e+01,  +1.01184556e+00,  +1.53775807e-01,  +3.41738377e+00,  +3.40754227e+00,  +2.51344861e-04,  +1.81443324e-02,  +1.58702520e-03,  +3.55441622e-03,  -2.24186486e-03,  +4.32881564e-03,  +3.64430968e-05,  +4.01329857e-02,  -3.32214560e-03,
   +1.35124521e-01,  +1.37484352e+02,  +2.95566251e+01,  +8.73987873e-01,  +8.67652786e-01,  +2.96282735e+01,  +1.99470599e+01,  +5.72517009e+01,  +1.40654359e+01,  +1.00968794e+00,  +1.53735886e-01,  +3.42328507e+00,  +3.41393739e+00,  +2.51670315e-04,  +1.77745756e-02,  +1.62958992e-03,  +3.57343625e-03,  -2.24980842e-03,  +4.13434410e-03,  +3.65450403e-05,  +3.86167108e-02,  -3.29115720e-03,
   +1.38550571e-01,  +1.40970235e+02,  +3.02376853e+01,  +8.78171251e-01,  +8.72086829e-01,  +2.97700904e+01,  +2.00237501e+01,  +5.76088330e+01,  +1.41352112e+01,  +1.00763112e+00,  +1.53698000e-01,  +3.42894040e+00,  +3.42006301e+00,  +2.51982074e-04,  +1.74100700e-02,  +1.67110803e-03,  +3.59138850e-03,  -2.25661735e-03,  +3.95109693e-03,  +3.66383061e-05,  +3.71671158e-02,  -3.25905369e-03,
   +1.42014939e-01,  +1.44495105e+02,  +3.09266959e+01,  +8.82221627e-01,  +8.76378633e-01,  +2.99073986e+01,  +2.00979280e+01,  +5.79550302e+01,  +1.42028827e+01,  +1.00565717e+00,  +1.53660288e-01,  +3.43436541e+00,  +3.42593516e+00,  +2.52281014e-04,  +1.70515369e-02,  +1.71152261e-03,  +3.60836893e-03,  -2.26234997e-03,  +3.77830746e-03,  +3.67137943e-05,  +3.57819771e-02,  -3.22598967e-03,
   +1.45517898e-01,  +1.48059240e+02,  +3.16238719e+01,  +8.86146693e-01,  +8.80536256e-01,  +3.00404587e+01,  +2.01697420e+01,  +5.82909065e+01,  +1.42685831e+01,  +1.00377316e+00,  +1.53624673e-01,  +3.43957458e+00,  +3.43156971e+00,  +2.52567951e-04,  +1.66995143e-02,  +1.75077501e-03,  +3.62446198e-03,  -2.26705063e-03,  +3.61551150e-03,  +3.67803711e-05,  +3.44589164e-02,  -3.19209727e-03,
   +1.49059717e-01,  +1.51662914e+02,  +3.23290600e+01,  +8.89953782e-01,  +8.84566944e-01,  +3.01695194e+01,  +2.02393335e+01,  +5.86170503e+01,  +1.43324048e+01,  +1.00196248e+00,  +1.53589355e-01,  +3.44458133e+00,  +3.43698049e+00,  +2.52843636e-04,  +1.63545339e-02,  +1.78882292e-03,  +3.63976065e-03,  -2.27077349e-03,  +3.46201191e-03,  +3.68297482e-05,  +3.31956889e-02,  -3.15750669e-03,
   +1.52640664e-01,  +1.55306399e+02,  +3.30424767e+01,  +8.93649898e-01,  +8.88478101e-01,  +3.02948181e+01,  +2.03068367e+01,  +5.89340262e+01,  +1.43944707e+01,  +1.00023237e+00,  +1.53556169e-01,  +3.44939812e+00,  +3.44218133e+00,  +2.53108767e-04,  +1.60169588e-02,  +1.82562176e-03,  +3.65433853e-03,  -2.27356016e-03,  +3.31736121e-03,  +3.68703088e-05,  +3.19897829e-02,  -3.12232314e-03,
   +1.56261003e-01,  +1.58989964e+02,  +3.37639677e+01,  +8.97241727e-01,  +8.92276381e-01,  +3.04165814e+01,  +2.03723797e+01,  +5.92423753e+01,  +1.44548663e+01,  +9.98567329e-01,  +1.53523375e-01,  +3.45403649e+00,  +3.44718430e+00,  +2.53363990e-04,  +1.56871459e-02,  +1.86114413e-03,  +3.66826854e-03,  -2.27546317e-03,  +3.18091060e-03,  +3.68944172e-05,  +3.08387276e-02,  -3.08664888e-03,
   +1.59920997e-01,  +1.62713876e+02,  +3.44937493e+01,  +9.00735665e-01,  +8.95968626e-01,  +3.05350263e+01,  +2.04360844e+01,  +5.95426175e+01,  +1.45137052e+01,  +9.96974642e-01,  +1.53492722e-01,  +3.45850728e+00,  +3.45200160e+00,  +2.53609912e-04,  +1.53652963e-02,  +1.89535866e-03,  +3.68159595e-03,  -2.27652264e-03,  +3.05223809e-03,  +3.69099325e-05,  +2.97398332e-02,  -3.05056147e-03,
   +1.63620905e-01,  +1.66478399e+02,  +3.52316647e+01,  +9.04137815e-01,  +8.99560958e-01,  +3.06503595e+01,  +2.04980669e+01,  +5.98352508e+01,  +1.45710667e+01,  +9.95439774e-01,  +1.53462531e-01,  +3.46282062e+00,  +3.45664390e+00,  +2.53847098e-04,  +1.50516157e-02,  +1.92825010e-03,  +3.69435679e-03,  -2.27678918e-03,  +2.93075890e-03,  +3.69097305e-05,  +2.86905257e-02,  -3.01413624e-03,
   +1.67360983e-01,  +1.70283795e+02,  +3.59779281e+01,  +9.07454011e-01,  +9.03059689e-01,  +3.07627789e+01,  +2.05584379e+01,  +6.01207528e+01,  +1.46270556e+01,  +9.93969973e-01,  +1.53434475e-01,  +3.46698609e+00,  +3.46112207e+00,  +2.54076082e-04,  +1.47461787e-02,  +1.95979638e-03,  +3.70655107e-03,  -2.27629995e-03,  +2.81608913e-03,  +3.69011065e-05,  +2.76880881e-02,  -2.97742476e-03,
   +1.71141486e-01,  +1.74130322e+02,  +3.67323786e+01,  +9.10689803e-01,  +9.06470426e-01,  +3.08724725e+01,  +2.06173023e+01,  +6.03995794e+01,  +1.46817441e+01,  +9.92551554e-01,  +1.53406931e-01,  +3.47101270e+00,  +3.46544567e+00,  +2.54297369e-04,  +1.44490686e-02,  +1.98999033e-03,  +3.71815967e-03,  -2.27510078e-03,  +2.70770407e-03,  +3.68773280e-05,  +2.67299177e-02,  -2.94047798e-03,
   +1.74962664e-01,  +1.78018233e+02,  +3.74952267e+01,  +9.13850469e-01,  +9.09798962e-01,  +3.09796194e+01,  +2.06747599e+01,  +6.06721659e+01,  +1.47352284e+01,  +9.91191676e-01,  +1.53381504e-01,  +3.47490909e+00,  +3.46962456e+00,  +2.54511438e-04,  +1.41602393e-02,  +2.01881665e-03,  +3.72911482e-03,  -2.27322239e-03,  +2.60525369e-03,  +3.68451293e-05,  +2.58132827e-02,  -2.90332741e-03,
   +1.78824764e-01,  +1.81947781e+02,  +3.82663062e+01,  +9.16941013e-01,  +9.13050395e-01,  +3.10843891e+01,  +2.07309048e+01,  +6.09389254e+01,  +1.47875735e+01,  +9.89877393e-01,  +1.53356627e-01,  +3.47868339e+00,  +3.47366737e+00,  +2.54718742e-04,  +1.38796468e-02,  +2.04627571e-03,  +3.73931690e-03,  -2.27070253e-03,  +2.50826607e-03,  +3.67981395e-05,  +2.49355828e-02,  -2.86600957e-03,
   +1.82728029e-01,  +1.85919213e+02,  +3.90458236e+01,  +9.19966167e-01,  +9.16229993e-01,  +3.11869421e+01,  +2.07858261e+01,  +6.12002502e+01,  +1.48388667e+01,  +9.88615741e-01,  +1.53333836e-01,  +3.48234337e+00,  +3.47758305e+00,  +2.54919715e-04,  +1.36071317e-02,  +2.07236021e-03,  +3.74861630e-03,  -2.26756289e-03,  +2.41642231e-03,  +3.67426395e-05,  +2.40941598e-02,  -2.82854802e-03,
   +1.86672699e-01,  +1.89932773e+02,  +3.98336089e+01,  +9.22930404e-01,  +9.19342341e-01,  +3.12874301e+01,  +2.08396077e+01,  +6.14565118e+01,  +1.48891659e+01,  +9.87394474e-01,  +1.53311615e-01,  +3.48589627e+00,  +3.48137930e+00,  +2.55114757e-04,  +1.33425515e-02,  +2.09707940e-03,  +3.75685176e-03,  -2.26383124e-03,  +2.32930297e-03,  +3.66726939e-05,  +2.32865656e-02,  -2.79097670e-03,
   +1.90659011e-01,  +1.93988703e+02,  +4.06298678e+01,  +9.25837950e-01,  +9.22392184e-01,  +3.13859962e+01,  +2.08923287e+01,  +6.17080618e+01,  +1.49385501e+01,  +9.86220562e-01,  +1.53291434e-01,  +3.48934885e+00,  +3.48506394e+00,  +2.55304245e-04,  +1.30856752e-02,  +2.12043439e-03,  +3.76385259e-03,  -2.25952077e-03,  +2.24663707e-03,  +3.65942778e-05,  +2.25104568e-02,  -2.75332360e-03,
   +1.94687197e-01,  +1.98087237e+02,  +4.14344321e+01,  +9.28692776e-01,  +9.25383575e-01,  +3.14827750e+01,  +2.09440634e+01,  +6.19552315e+01,  +1.49870709e+01,  +9.85082511e-01,  +1.53271829e-01,  +3.49270724e+00,  +3.48864344e+00,  +2.55488519e-04,  +1.28363136e-02,  +2.14244252e-03,  +3.76948511e-03,  -2.25465452e-03,  +2.16808413e-03,  +3.65019288e-05,  +2.17639157e-02,  -2.71563340e-03,
   +1.98757485e-01,  +2.02228609e+02,  +4.22475126e+01,  +9.31498585e-01,  +9.28320668e-01,  +3.15778922e+01,  +2.09948811e+01,  +6.21983304e+01,  +1.50347988e+01,  +9.83987324e-01,  +1.53254204e-01,  +3.49597700e+00,  +3.49212421e+00,  +2.55667887e-04,  +1.25942205e-02,  +2.16311247e-03,  +3.77364674e-03,  -2.24924633e-03,  +2.09344588e-03,  +3.64013603e-05,  +2.10453083e-02,  -2.67794672e-03,
   +2.02870099e-01,  +2.06413046e+02,  +4.30689461e+01,  +9.34258796e-01,  +9.31206901e-01,  +3.16714637e+01,  +2.10448455e+01,  +6.24376442e+01,  +1.50817777e+01,  +9.82924246e-01,  +1.53237142e-01,  +3.49916307e+00,  +3.49551139e+00,  +2.55842625e-04,  +1.23592015e-02,  +2.18246967e-03,  +3.77628762e-03,  -2.24332288e-03,  +2.02245711e-03,  +3.62875298e-05,  +2.03533667e-02,  -2.64031266e-03,
   +2.07025258e-01,  +2.10640771e+02,  +4.38989479e+01,  +9.36976551e-01,  +9.34045813e-01,  +3.17635958e+01,  +2.10940152e+01,  +6.26734360e+01,  +1.51280692e+01,  +9.81900245e-01,  +1.53221989e-01,  +3.50226998e+00,  +3.49881024e+00,  +2.56012982e-04,  +1.21310025e-02,  +2.20053145e-03,  +3.77737732e-03,  -2.23690254e-03,  +1.95496074e-03,  +3.61658889e-05,  +1.96868696e-02,  -2.60276426e-03,
   +2.11223177e-01,  +2.14912004e+02,  +4.47373557e+01,  +9.39654735e-01,  +9.36840302e-01,  +3.18543865e+01,  +2.11424442e+01,  +6.29059474e+01,  +1.51737093e+01,  +9.80905134e-01,  +1.53207370e-01,  +3.50530184e+00,  +3.50202502e+00,  +2.56179189e-04,  +1.19093985e-02,  +2.21733213e-03,  +3.77691741e-03,  -2.23001467e-03,  +1.89071533e-03,  +3.60317687e-05,  +1.90446727e-02,  -2.56533276e-03,
   +2.15464067e-01,  +2.19226957e+02,  +4.55843839e+01,  +9.42296023e-01,  +9.39593455e-01,  +3.19439264e+01,  +2.11901821e+01,  +6.31354027e+01,  +1.52187515e+01,  +9.79945704e-01,  +1.53194572e-01,  +3.50826254e+00,  +3.50516040e+00,  +2.56341460e-04,  +1.16940829e-02,  +2.23289662e-03,  +3.77491262e-03,  -2.22267838e-03,  +1.82954860e-03,  +3.58903544e-05,  +1.84254276e-02,  -2.52802933e-03,
   +2.19748133e-01,  +2.23585840e+02,  +4.64398674e+01,  +9.44902902e-01,  +9.42307827e-01,  +3.20322999e+01,  +2.12372755e+01,  +6.33620106e+01,  +1.52632260e+01,  +9.79012217e-01,  +1.53182267e-01,  +3.51115568e+00,  +3.50822023e+00,  +2.56499995e-04,  +1.14847618e-02,  +2.24726350e-03,  +3.77138084e-03,  -2.21492206e-03,  +1.77119796e-03,  +3.57372630e-05,  +1.78277178e-02,  -2.49086517e-03,
   +2.24075575e-01,  +2.27988857e+02,  +4.73040191e+01,  +9.47477673e-01,  +9.44986160e-01,  +3.21195849e+01,  +2.12837670e+01,  +6.35859642e+01,  +1.53071799e+01,  +9.78111305e-01,  +1.53171694e-01,  +3.51398464e+00,  +3.51120870e+00,  +2.56654982e-04,  +1.12810883e-02,  +2.26045725e-03,  +3.76632006e-03,  -2.20676500e-03,  +1.71548036e-03,  +3.55773341e-05,  +1.72500687e-02,  -2.45384218e-03,
   +2.28446587e-01,  +2.32436205e+02,  +4.81766760e+01,  +9.50022400e-01,  +9.47630582e-01,  +3.22058513e+01,  +2.13296951e+01,  +6.38074368e+01,  +1.53506372e+01,  +9.77233781e-01,  +1.53161575e-01,  +3.51675243e+00,  +3.51412901e+00,  +2.56806587e-04,  +1.10827903e-02,  +2.27251144e-03,  +3.75972802e-03,  -2.19823723e-03,  +1.66216982e-03,  +3.54063662e-05,  +1.66912969e-02,  -2.41697782e-03,
   +2.32861360e-01,  +2.36928078e+02,  +4.90580591e+01,  +9.52538868e-01,  +9.50243244e-01,  +3.22911599e+01,  +2.13750932e+01,  +6.40265780e+01,  +1.53936365e+01,  +9.76386332e-01,  +1.53153115e-01,  +3.51946162e+00,  +3.51698433e+00,  +2.56954954e-04,  +1.08896324e-02,  +2.28344252e-03,  +3.75159139e-03,  -2.18936193e-03,  +1.61115298e-03,  +3.52288638e-05,  +1.61505478e-02,  -2.38029741e-03,
   +2.37320077e-01,  +2.41464663e+02,  +4.99480190e+01,  +9.55028543e-01,  +9.52825541e-01,  +3.23755601e+01,  +2.14199886e+01,  +6.42435098e+01,  +1.54361929e+01,  +9.75560504e-01,  +1.53145088e-01,  +3.52211417e+00,  +3.51977658e+00,  +2.57100191e-04,  +1.07015433e-02,  +2.29327462e-03,  +3.74192227e-03,  -2.18017448e-03,  +1.56229591e-03,  +3.50408475e-05,  +1.56274443e-02,  -2.34384973e-03,
   +2.41822917e-01,  +2.46046141e+02,  +5.08467938e+01,  +9.57492559e-01,  +9.55378812e-01,  +3.24590905e+01,  +2.14644029e+01,  +6.44583260e+01,  +1.54783346e+01,  +9.74763156e-01,  +1.53138664e-01,  +3.52471151e+00,  +3.52250754e+00,  +2.57242379e-04,  +1.05185511e-02,  +2.30201509e-03,  +3.73074709e-03,  -2.17070380e-03,  +1.51555822e-03,  +3.48465638e-05,  +1.51218367e-02,  -2.30768298e-03,
   +2.46370052e-01,  +2.50672688e+02,  +5.17542486e+01,  +9.59931753e-01,  +9.57903720e-01,  +3.25417794e+01,  +2.15083521e+01,  +6.46710944e+01,  +1.55200672e+01,  +9.73986473e-01,  +1.53132670e-01,  +3.52725465e+00,  +3.52517810e+00,  +2.57381574e-04,  +1.03408117e-02,  +2.30968019e-03,  +3.71813175e-03,  -2.16098571e-03,  +1.47085097e-03,  +3.46422678e-05,  +1.46337265e-02,  -2.27184702e-03,
   +2.50961647e-01,  +2.55344471e+02,  +5.26706276e+01,  +9.62346762e-01,  +9.60401069e-01,  +3.26236484e+01,  +2.15518484e+01,  +6.48818660e+01,  +1.55614104e+01,  +9.73237234e-01,  +1.53128239e-01,  +3.52974453e+00,  +3.52778948e+00,  +2.57517829e-04,  +1.01684315e-02,  +2.31627188e-03,  +3.70415945e-03,  -2.15104056e-03,  +1.42814266e-03,  +3.44319838e-05,  +1.41630197e-02,  -2.23637323e-03,
   +2.55597864e-01,  +2.60061655e+02,  +5.35957922e+01,  +9.64738168e-01,  +9.62871314e-01,  +3.27047173e+01,  +2.15949033e+01,  +6.50906869e+01,  +1.56023657e+01,  +9.72507897e-01,  +1.53124242e-01,  +3.53218218e+00,  +3.53034266e+00,  +2.57651204e-04,  +1.00014401e-02,  +2.32180363e-03,  +3.68894422e-03,  -2.14088520e-03,  +1.38733201e-03,  +3.42122154e-05,  +1.37095383e-02,  -2.20128666e-03,
   +2.60278855e-01,  +2.64824396e+02,  +5.45299750e+01,  +9.67106635e-01,  +9.65315353e-01,  +3.27850086e+01,  +2.16375294e+01,  +6.52976108e+01,  +1.56429526e+01,  +9.71804857e-01,  +1.53121773e-01,  +3.53456895e+00,  +3.53283934e+00,  +2.57781771e-04,  +9.83967676e-03,  +2.32627742e-03,  +3.67260080e-03,  -2.13051479e-03,  +1.34835425e-03,  +3.39867630e-05,  +1.32728519e-02,  -2.16659269e-03,
   +2.65004766e-01,  +2.69632841e+02,  +5.54730213e+01,  +9.69452999e-01,  +9.67733978e-01,  +3.28645505e+01,  +2.16797427e+01,  +6.55027063e+01,  +1.56831765e+01,  +9.71120646e-01,  +1.53119738e-01,  +3.53690640e+00,  +3.53528114e+00,  +2.57909620e-04,  +9.68286679e-03,  +2.32970846e-03,  +3.65525366e-03,  -2.11992014e-03,  +1.31107163e-03,  +3.37522590e-05,  +1.28523194e-02,  -2.13228741e-03,
   +2.69775739e-01,  +2.74487135e+02,  +5.64251463e+01,  +9.71778299e-01,  +9.70128524e-01,  +3.29433785e+01,  +2.17215626e+01,  +6.57060604e+01,  +1.57230626e+01,  +9.70461217e-01,  +1.53119192e-01,  +3.53919643e+00,  +3.53767046e+00,  +2.58034854e-04,  +9.53059091e-03,  +2.33210192e-03,  +3.63699935e-03,  -2.10907585e-03,  +1.27538622e-03,  +3.35121400e-05,  +1.24470117e-02,  -2.09834290e-03,
   +2.74591906e-01,  +2.79387411e+02,  +5.73861778e+01,  +9.74083755e-01,  +9.72500227e-01,  +3.30215336e+01,  +2.17630117e+01,  +6.59077760e+01,  +1.57626226e+01,  +9.69819168e-01,  +1.53119075e-01,  +3.54144112e+00,  +3.54000952e+00,  +2.58157588e-04,  +9.38239056e-03,  +2.33347707e-03,  +3.61791076e-03,  -2.09796100e-03,  +1.24114448e-03,  +3.32630819e-05,  +1.20559152e-02,  -2.06472300e-03,
